target_id,target_index,case,edge_index,edge_mask_value
149975,1,1,26,0.6826
149975,1,1,27,0.4516
149975,1,1,28,0.4663
149975,1,1,29,0.4254
149975,1,1,30,0.4451
149975,1,1,31,0.3038
149975,1,1,32,0.4312
149975,1,1,33,0.415
149975,1,1,34,0.6627
149975,1,1,35,0.3052
149975,1,1,36,0.3913
149975,1,1,37,0.3836
149975,1,1,38,0.2891
149975,1,1,39,0.375
149975,1,1,40,0.4778
149975,1,1,41,0.4397
149975,1,1,42,0.7173
149975,1,1,43,0.3216
149975,1,1,44,0.2601
149975,1,1,45,0.4571
149975,1,1,46,0.4371
149975,1,1,47,0.4277
149975,1,1,48,0.6264
149975,1,1,49,0.4422
149975,1,1,50,0.7914
149975,1,1,51,0.4354
149975,1,1,52,0.6426
149975,1,1,53,0.6739
149975,1,1,54,0.3344
149975,1,1,55,0.766
149975,1,1,56,0.4159
149975,1,1,57,0.2552
126695,3,1,0,0.3507
126695,3,1,1,0.2992
126695,3,1,2,0.7668
126695,3,1,3,0.6396
126695,3,1,4,0.6302
126695,3,1,5,0.6653
126695,3,1,6,0.2018
126695,3,1,7,0.449
126695,3,1,8,0.4284
126695,3,1,9,0.45
126695,3,1,10,0.391
126695,3,1,11,0.6121
126695,3,1,12,0.6983
126695,3,1,13,0.571
126695,3,1,14,0.2832
126695,3,1,15,0.7358
126695,3,1,16,0.6242
126695,3,1,17,0.4142
126695,3,1,18,0.6197
126695,3,1,19,0.4075
126695,3,1,20,0.4177
126695,3,1,21,0.4333
126695,3,1,22,0.3595
126695,3,1,23,0.4739
126695,3,1,24,0.4382
126695,3,1,25,0.6414
126695,3,1,26,0.4059
126695,3,1,27,0.319
126695,3,1,28,0.3663
126695,3,1,29,0.6922
126695,3,1,30,0.6967
126695,3,1,31,0.7621
126695,3,1,32,0.1994
126695,3,1,33,0.4172
126695,3,1,34,0.3778
126695,3,1,35,0.7568
126695,3,1,36,0.4682
126695,3,1,37,0.4416
126695,3,1,38,0.7347
126695,3,1,39,0.3569
126695,3,1,40,0.6902
126695,3,1,41,0.7556
126695,3,1,42,0.4135
126695,3,1,43,0.3846
126695,3,1,44,0.3556
126695,3,1,45,0.4594
128001,0,1,0,0.3484
128001,0,1,1,0.8465
128001,0,1,2,0.2904
128001,0,1,3,0.634
128001,0,1,4,0.2631
128001,0,1,5,0.8128
128001,0,1,6,0.4239
128001,0,1,7,0.5027
128001,0,1,8,0.7009
128001,0,1,9,0.4302
128001,0,1,10,0.3605
128001,0,1,11,0.382
128001,0,1,12,0.5569
128001,0,1,13,0.5887
128001,0,1,14,0.3501
128001,0,1,15,0.7641
128001,0,1,16,0.3261
128001,0,1,17,0.6956
128001,0,1,18,0.3525
128001,0,1,19,0.7465
128001,0,1,20,0.5952
128001,0,1,21,0.7404
128001,0,1,22,0.3722
128001,0,1,23,0.6176
128001,0,1,24,0.6463
128001,0,1,25,0.5892
128001,0,1,26,0.3764
128001,0,1,27,0.701
138557,10,1,0,0.3885
138557,10,1,1,0.4233
138557,10,1,2,0.6951
138557,10,1,3,0.3509
138557,10,1,4,0.3209
138557,10,1,5,0.4485
138557,10,1,6,0.2795
138557,10,1,7,0.6082
138557,10,1,8,0.3871
138557,10,1,9,0.6595
138557,10,1,10,0.6794
138557,10,1,11,0.5196
138557,10,1,12,0.3329
138557,10,1,13,0.4678
138557,10,1,14,0.6095
138557,10,1,15,0.4326
138557,10,1,16,0.5303
138557,10,1,17,0.4603
138557,10,1,18,0.7233
138557,10,1,19,0.5647
138557,10,1,20,0.4601
138557,10,1,21,0.4956
138557,10,1,22,0.4067
138557,10,1,23,0.7152
138557,10,1,24,0.2846
138557,10,1,25,0.4652
138557,10,1,26,0.485
138557,10,1,27,0.6175
138557,10,1,28,0.5454
138557,10,1,29,0.7273
138557,10,1,30,0.5977
138557,10,1,31,0.3999
138557,10,1,32,0.4752
138557,10,1,33,0.6428
138557,10,1,34,0.7021
138557,10,1,35,0.578
138557,10,1,36,0.3044
138557,10,1,37,0.659
138557,10,1,38,0.4139
138557,10,1,39,0.7819
138557,10,1,40,0.6523
138557,10,1,41,0.6279
138557,10,1,42,0.6794
138557,10,1,43,0.4591
138557,10,1,44,0.372
138557,10,1,45,0.4458
138557,10,1,46,0.5372
138557,10,1,47,0.4074
138557,10,1,48,0.7034
138557,10,1,49,0.4748
138557,10,1,50,0.6918
138557,10,1,51,0.446
138557,10,1,52,0.7301
138557,10,1,53,0.4141
138557,10,1,54,0.6616
138557,10,1,55,0.4107
138557,10,1,56,0.4248
138557,10,1,57,0.3666
138557,10,1,58,0.3693
138557,10,1,59,0.3801
138557,10,1,60,0.7838
138557,10,1,61,0.4528
138557,10,1,62,0.3908
138557,10,1,63,0.4461
138557,10,1,64,0.4376
138557,10,1,65,0.666
138557,10,1,66,0.3494
138557,10,1,67,0.3733
147972,3,1,0,0.4415
147972,3,1,1,0.4083
147972,3,1,2,0.3096
147972,3,1,3,0.4141
147972,3,1,4,0.4548
147972,3,1,5,0.7311
147972,3,1,6,0.3845
147972,3,1,7,0.5019
147972,3,1,8,0.4928
147972,3,1,9,0.4514
147972,3,1,10,0.5078
147972,3,1,11,0.6781
147972,3,1,12,0.4022
147972,3,1,13,0.4561
147972,3,1,14,0.2287
147972,3,1,15,0.425
147972,3,1,16,0.2622
147972,3,1,17,0.3481
147972,3,1,18,0.2626
147972,3,1,19,0.4743
147972,3,1,20,0.4649
147972,3,1,21,0.4722
147972,3,1,22,0.4757
147972,3,1,23,0.4926
147972,3,1,24,0.4133
147972,3,1,25,0.4621
147972,3,1,26,0.358
147972,3,1,27,0.3824
147972,3,1,28,0.5171
147972,3,1,29,0.2865
147972,3,1,30,0.4884
147972,3,1,31,0.4952
147972,3,1,32,0.3229
147972,3,1,33,0.7469
147972,3,1,34,0.4321
147972,3,1,35,0.6908
147972,3,1,36,0.2689
147972,3,1,37,0.6824
147972,3,1,38,0.4414
147972,3,1,39,0.3596
147972,3,1,40,0.653
147972,3,1,41,0.2969
147972,3,1,42,0.4324
147972,3,1,43,0.7228
147972,3,1,44,0.3417
147972,3,1,45,0.2799
147972,3,1,46,0.3598
147972,3,1,47,0.6232
147972,3,1,48,0.5595
147972,3,1,49,0.3886
147972,3,1,50,0.6982
147972,3,1,51,0.3413
147972,3,1,52,0.3172
147972,3,1,53,0.3727
147972,3,1,54,0.4804
147972,3,1,55,0.4609
147972,3,1,56,0.5172
147972,3,1,57,0.4217
147972,3,1,58,0.3029
147972,3,1,59,0.453
147972,3,1,60,0.4602
147972,3,1,61,0.4793
147972,3,1,62,0.4953
147972,3,1,63,0.4052
147972,3,1,64,0.3207
147972,3,1,65,0.469
147972,3,1,66,0.353
147972,3,1,67,0.4361
147972,3,1,68,0.4421
147972,3,1,69,0.412
147972,3,1,70,0.6722
147972,3,1,71,0.6584
147972,3,1,72,0.4779
147972,3,1,73,0.341
147972,3,1,74,0.3347
147972,3,1,75,0.3532
147972,3,1,76,0.408
147972,3,1,77,0.583
147972,3,1,78,0.6598
147972,3,1,79,0.4558
147972,3,1,80,0.41
147972,3,1,81,0.4971
113400,5,1,0,0.4981
113400,5,1,1,0.5007
113400,5,1,2,0.5005
113400,5,1,3,0.3742
113400,5,1,4,0.3599
113400,5,1,5,0.4752
113400,5,1,6,0.4565
113400,5,1,7,0.6548
113400,5,1,8,0.4999
113400,5,1,9,0.4357
113400,5,1,10,0.3629
113400,5,1,11,0.4726
113400,5,1,12,0.6732
113400,5,1,13,0.299
113400,5,1,14,0.4982
113400,5,1,15,0.361
113400,5,1,16,0.4156
113400,5,1,17,0.4406
113400,5,1,18,0.3458
113400,5,1,19,0.3721
113400,5,1,20,0.4416
113400,5,1,21,0.6524
113400,5,1,22,0.5057
113400,5,1,23,0.3729
113400,5,1,24,0.3243
113400,5,1,25,0.5149
113400,5,1,26,0.4006
113400,5,1,27,0.3494
113400,5,1,28,0.5139
113400,5,1,29,0.4592
113400,5,1,30,0.6581
113400,5,1,31,0.4005
113400,5,1,32,0.3563
113400,5,1,33,0.687
113400,5,1,34,0.347
113400,5,1,35,0.6916
113400,5,1,36,0.2787
113400,5,1,37,0.6854
113400,5,1,38,0.434
113400,5,1,39,0.6801
113400,5,1,40,0.4544
113400,5,1,41,0.4467
113400,5,1,42,0.3687
113400,5,1,43,0.3667
113400,5,1,44,0.4324
113400,5,1,45,0.7336
113400,5,1,46,0.3279
113400,5,1,47,0.4984
113400,5,1,48,0.3857
113400,5,1,49,0.675
113400,5,1,50,0.3868
113400,5,1,51,0.6111
113400,5,1,52,0.4252
113400,5,1,53,0.3885
113400,5,1,54,0.4454
113400,5,1,55,0.484
113400,5,1,56,0.3763
113400,5,1,57,0.396
113400,5,1,58,0.7291
113400,5,1,59,0.7355
113400,5,1,60,0.3932
113400,5,1,61,0.6633
113400,5,1,62,0.3947
113400,5,1,63,0.3608
113400,5,1,64,0.6865
113400,5,1,65,0.4731
113400,5,1,66,0.4279
113400,5,1,67,0.3867
113400,5,1,68,0.3879
113400,5,1,69,0.4803
113400,5,1,70,0.4204
113400,5,1,71,0.3803
113400,5,1,72,0.4371
113400,5,1,73,0.3637
113400,5,1,74,0.3476
113400,5,1,75,0.3397
113400,5,1,76,0.491
113400,5,1,77,0.3503
113400,5,1,78,0.3169
113400,5,1,79,0.427
127728,7,1,0,0.4082
127728,7,1,1,0.6676
127728,7,1,2,0.3096
127728,7,1,3,0.4682
127728,7,1,4,0.3918
127728,7,1,5,0.6513
127728,7,1,6,0.6883
127728,7,1,7,0.4166
127728,7,1,8,0.3094
127728,7,1,9,0.7183
127728,7,1,10,0.6267
127728,7,1,11,0.4525
127728,7,1,12,0.3115
127728,7,1,13,0.4276
127728,7,1,14,0.4153
127728,7,1,15,0.6846
127728,7,1,16,0.3234
127728,7,1,17,0.4043
127728,7,1,18,0.6329
127728,7,1,19,0.3906
127728,7,1,20,0.3699
127728,7,1,21,0.4527
127728,7,1,22,0.6618
127728,7,1,23,0.4772
127728,7,1,24,0.7056
127728,7,1,25,0.3395
127728,7,1,26,0.7914
127728,7,1,27,0.3866
127728,7,1,28,0.6194
127728,7,1,29,0.6676
127728,7,1,30,0.6224
127728,7,1,31,0.4189
127728,7,1,32,0.2118
127728,7,1,33,0.6422
127728,7,1,34,0.2099
127728,7,1,35,0.3597
127728,7,1,36,0.6492
127728,7,1,37,0.6206
127728,7,1,38,0.3818
127728,7,1,39,0.4584
127728,7,1,40,0.3532
127728,7,1,41,0.4559
127728,7,1,42,0.4037
127728,7,1,43,0.3091
127728,7,1,44,0.3243
127728,7,1,45,0.4797
122631,1,1,0,0.3344
122631,1,1,1,0.4104
122631,1,1,2,0.2409
122631,1,1,3,0.4369
122631,1,1,4,0.4693
122631,1,1,5,0.3325
122631,1,1,6,0.6716
122631,1,1,7,0.7328
122631,1,1,8,0.6673
122631,1,1,9,0.6001
122631,1,1,10,0.3351
122631,1,1,11,0.638
122631,1,1,12,0.325
122631,1,1,13,0.616
122631,1,1,14,0.578
122631,1,1,15,0.404
122631,1,1,16,0.6774
122631,1,1,17,0.6674
122631,1,1,18,0.3545
122631,1,1,19,0.3851
122631,1,1,20,0.6169
122631,1,1,21,0.4381
122631,1,1,22,0.6424
122631,1,1,23,0.655
122631,1,1,24,0.5532
122631,1,1,25,0.3039
122631,1,1,26,0.6455
122631,1,1,27,0.2549
122631,1,1,28,0.3517
122631,1,1,29,0.6476
122631,1,1,30,0.3612
122631,1,1,31,0.4022
122631,1,1,32,0.3178
122631,1,1,33,0.4468
122631,1,1,34,0.4012
122631,1,1,35,0.6557
122631,1,1,36,0.3932
122631,1,1,37,0.2504
103980,4,1,0,0.4312
103980,4,1,1,0.3729
103980,4,1,2,0.3789
103980,4,1,3,0.7054
103980,4,1,4,0.7797
103980,4,1,5,0.7397
103980,4,1,6,0.5076
103980,4,1,7,0.3735
103980,4,1,8,0.6618
103980,4,1,9,0.4045
103980,4,1,10,0.4617
103980,4,1,11,0.6487
103980,4,1,12,0.5692
103980,4,1,13,0.5708
103980,4,1,14,0.3092
103980,4,1,15,0.8283
103980,4,1,16,0.7386
103980,4,1,17,0.4308
103980,4,1,18,0.4346
103980,4,1,19,0.2953
103980,4,1,20,0.7808
103980,4,1,21,0.4117
103980,4,1,22,0.7356
103980,4,1,23,0.4093
103980,4,1,24,0.6153
103980,4,1,25,0.6784
103980,4,1,26,0.379
103980,4,1,27,0.3307
103980,4,1,28,0.3123
103980,4,1,29,0.2428
103980,4,1,30,0.6346
103980,4,1,31,0.6795
103980,4,1,32,0.6946
103980,4,1,33,0.6587
103980,4,1,34,0.6036
103980,4,1,35,0.613
103980,4,1,36,0.2068
103980,4,1,37,0.6796
103980,4,1,38,0.3949
103980,4,1,39,0.4719
103980,4,1,40,0.5397
103980,4,1,41,0.3775
103980,4,1,42,0.317
103980,4,1,43,0.5739
103980,4,1,44,0.5961
103980,4,1,45,0.5936
108017,5,1,0,0.4254
108017,5,1,1,0.6776
108017,5,1,2,0.6546
108017,5,1,3,0.4499
108017,5,1,4,0.4736
108017,5,1,5,0.3662
108017,5,1,6,0.2804
108017,5,1,7,0.3596
108017,5,1,8,0.3851
108017,5,1,9,0.6972
108017,5,1,10,0.408
108017,5,1,11,0.4636
108017,5,1,12,0.5928
108017,5,1,13,0.8726
108017,5,1,14,0.66
108017,5,1,15,0.4958
108017,5,1,16,0.6733
108017,5,1,17,0.7854
108017,5,1,18,0.654
108017,5,1,19,0.3544
108017,5,1,20,0.3699
108017,5,1,21,0.3574
108017,5,1,22,0.4355
108017,5,1,23,0.3331
108017,5,1,24,0.3617
108017,5,1,25,0.4585
108017,5,1,26,0.2944
108017,5,1,27,0.3506
108017,5,1,28,0.3156
108017,5,1,29,0.3758
108017,5,1,30,0.5619
108017,5,1,31,0.3088
108017,5,1,32,0.3295
108017,5,1,33,0.2711
108017,5,1,34,0.2867
108017,5,1,35,0.3118
108017,5,1,36,0.4578
108017,5,1,37,0.3486
108017,5,1,38,0.3537
108017,5,1,39,0.2792
108017,5,1,40,0.6973
108017,5,1,41,0.7675
108017,5,1,42,0.3426
108017,5,1,43,0.3995
108017,5,1,44,0.3806
108017,5,1,45,0.7914
144629,8,1,0,0.4223
144629,8,1,1,0.3991
144629,8,1,2,0.4358
144629,8,1,3,0.6681
144629,8,1,4,0.2022
144629,8,1,5,0.4261
144629,8,1,6,0.3742
144629,8,1,7,0.3539
144629,8,1,8,0.6065
144629,8,1,9,0.4187
144629,8,1,10,0.7451
144629,8,1,11,0.3003
144629,8,1,12,0.2914
144629,8,1,13,0.3201
144629,8,1,14,0.5418
144629,8,1,15,0.5253
144629,8,1,16,0.632
144629,8,1,17,0.4781
144629,8,1,18,0.6498
144629,8,1,19,0.4083
144629,8,1,20,0.461
144629,8,1,21,0.6549
144629,8,1,22,0.7613
144629,8,1,23,0.6584
144629,8,1,24,0.2936
144629,8,1,25,0.4617
144629,8,1,26,0.4068
144629,8,1,27,0.2959
144629,8,1,28,0.3555
144629,8,1,29,0.62
144629,8,1,30,0.3961
144629,8,1,31,0.5403
144629,8,1,32,0.6698
144629,8,1,33,0.6802
144629,8,1,34,0.4463
144629,8,1,35,0.44
144629,8,1,36,0.3342
144629,8,1,37,0.455
144629,8,1,38,0.52
144629,8,1,39,0.6613
144629,8,1,40,0.649
144629,8,1,41,0.4307
144629,8,1,42,0.3201
144629,8,1,43,0.337
144629,8,1,44,0.3812
144629,8,1,45,0.6002
144629,8,1,46,0.5824
144629,8,1,47,0.6568
144629,8,1,48,0.7641
144629,8,1,49,0.4603
144629,8,1,50,0.5607
144629,8,1,51,0.4129
144629,8,1,52,0.4172
144629,8,1,53,0.4526
144629,8,1,54,0.3463
144629,8,1,55,0.4481
144629,8,1,56,0.2709
144629,8,1,57,0.4745
144629,8,1,58,0.5236
144629,8,1,59,0.7695
144629,8,1,60,0.4103
144629,8,1,61,0.3833
144629,8,1,62,0.3961
144629,8,1,63,0.4197
144629,8,1,64,0.5005
144629,8,1,65,0.6778
144629,8,1,66,0.6706
144629,8,1,67,0.5089
144629,8,1,68,0.4055
144629,8,1,69,0.4126
144629,8,1,70,0.7329
144629,8,1,71,0.6701
144629,8,1,72,0.395
144629,8,1,73,0.7257
144629,8,1,74,0.5119
144629,8,1,75,0.4562
144629,8,1,76,0.3659
144629,8,1,77,0.4266
144629,8,1,78,0.4021
144629,8,1,79,0.2727
144629,8,1,80,0.4448
144629,8,1,81,0.6504
144629,8,1,82,0.3732
144629,8,1,83,0.6603
144629,8,1,84,0.6551
144629,8,1,85,0.679
144629,8,1,86,0.628
144629,8,1,87,0.4121
112514,1,1,0,0.4882
112514,1,1,1,0.7088
112514,1,1,2,0.4588
112514,1,1,3,0.6501
112514,1,1,4,0.4078
112514,1,1,5,0.6411
112514,1,1,6,0.4271
112514,1,1,7,0.6253
112514,1,1,8,0.6481
112514,1,1,9,0.3198
112514,1,1,10,0.5146
112514,1,1,11,0.558
112514,1,1,12,0.4025
112514,1,1,13,0.5632
112514,1,1,14,0.6461
112514,1,1,15,0.3833
112514,1,1,16,0.3063
112514,1,1,17,0.3117
112514,1,1,18,0.2702
112514,1,1,19,0.309
112514,1,1,20,0.5265
112514,1,1,21,0.6342
112514,1,1,22,0.507
112514,1,1,23,0.5747
112514,1,1,24,0.3958
112514,1,1,25,0.7739
112514,1,1,26,0.66
112514,1,1,27,0.4087
112514,1,1,28,0.4545
112514,1,1,29,0.598
112514,1,1,30,0.599
112514,1,1,31,0.2513
112514,1,1,32,0.5948
112514,1,1,33,0.5909
112514,1,1,34,0.6417
112514,1,1,35,0.3877
112514,1,1,36,0.2127
112514,1,1,37,0.6941
133606,4,1,0,0.582
133606,4,1,1,0.6909
133606,4,1,2,0.4644
133606,4,1,3,0.3765
133606,4,1,4,0.3209
133606,4,1,5,0.3853
133606,4,1,6,0.5019
133606,4,1,7,0.5397
133606,4,1,8,0.5761
133606,4,1,9,0.2981
133606,4,1,10,0.3267
133606,4,1,11,0.4328
133606,4,1,12,0.322
133606,4,1,13,0.6636
133606,4,1,14,0.4616
133606,4,1,15,0.7152
133606,4,1,16,0.4542
133606,4,1,17,0.3326
133606,4,1,18,0.5858
133606,4,1,19,0.6117
133606,4,1,20,0.2566
133606,4,1,21,0.3642
133606,4,1,22,0.3745
133606,4,1,23,0.3554
133606,4,1,24,0.4442
133606,4,1,25,0.2239
133606,4,1,26,0.7033
133606,4,1,27,0.7362
133606,4,1,28,0.3904
133606,4,1,29,0.2784
133606,4,1,30,0.4889
133606,4,1,31,0.673
133606,4,1,32,0.3765
133606,4,1,33,0.5431
133606,4,1,34,0.3069
133606,4,1,35,0.544
133606,4,1,36,0.6296
133606,4,1,37,0.4471
133606,4,1,38,0.3831
133606,4,1,39,0.4225
133606,4,1,40,0.349
133606,4,1,41,0.3902
133606,4,1,42,0.6107
133606,4,1,43,0.6659
133606,4,1,44,0.4365
133606,4,1,45,0.7126
133606,4,1,46,0.4091
133606,4,1,47,0.4375
133606,4,1,48,0.6376
