target_id,target_index,case,edge_index,edge_mask_value
111915,5,1,114,0.3909
111915,5,1,115,0.39
122859,4,1,0,0.3719
122859,4,1,1,0.4448
122859,4,1,2,0.5319
122859,4,1,3,0.4469
122859,4,1,4,0.3067
122859,4,1,5,0.6757
122859,4,1,6,0.4481
122859,4,1,7,0.3958
122859,4,1,8,0.376
122859,4,1,9,0.4338
122859,4,1,10,0.6273
122859,4,1,11,0.401
122859,4,1,12,0.4213
122859,4,1,13,0.4307
122859,4,1,14,0.6322
122859,4,1,15,0.3948
122859,4,1,16,0.3073
122859,4,1,17,0.323
122859,4,1,18,0.5303
122859,4,1,19,0.3558
122859,4,1,20,0.49
122859,4,1,21,0.6849
122859,4,1,22,0.3239
122859,4,1,23,0.3031
122859,4,1,24,0.7364
122859,4,1,25,0.7353
122859,4,1,26,0.2653
122859,4,1,27,0.7758
122859,4,1,28,0.4923
122859,4,1,29,0.6257
122859,4,1,30,0.6301
122859,4,1,31,0.4783
122859,4,1,32,0.4653
122859,4,1,33,0.4155
122859,4,1,34,0.6829
122859,4,1,35,0.3886
122859,4,1,36,0.595
122859,4,1,37,0.3789
122859,4,1,38,0.6444
122859,4,1,39,0.3912
122859,4,1,40,0.301
122859,4,1,41,0.4323
122859,4,1,42,0.3807
122859,4,1,43,0.6531
122859,4,1,44,0.7162
122859,4,1,45,0.4179
122859,4,1,46,0.6601
122859,4,1,47,0.6386
122859,4,1,48,0.6325
122859,4,1,49,0.7058
122859,4,1,50,0.6439
122859,4,1,51,0.5989
122859,4,1,52,0.2721
122859,4,1,53,0.3451
122859,4,1,54,0.2866
122859,4,1,55,0.4737
122859,4,1,56,0.4886
122859,4,1,57,0.5014
122859,4,1,58,0.642
122859,4,1,59,0.616
122859,4,1,60,0.4427
122859,4,1,61,0.6542
122859,4,1,62,0.4362
122859,4,1,63,0.6621
122859,4,1,64,0.374
122859,4,1,65,0.5472
122859,4,1,66,0.6692
122859,4,1,67,0.4006
149039,3,1,0,0.4337
149039,3,1,1,0.6024
149039,3,1,2,0.6118
149039,3,1,3,0.3681
149039,3,1,4,0.4039
149039,3,1,5,0.5585
149039,3,1,6,0.2954
149039,3,1,7,0.5448
149039,3,1,8,0.355
149039,3,1,9,0.412
149039,3,1,10,0.4008
149039,3,1,11,0.5817
149039,3,1,12,0.4423
149039,3,1,13,0.5861
149039,3,1,14,0.3813
149039,3,1,15,0.4874
149039,3,1,16,0.4434
149039,3,1,17,0.4135
149039,3,1,18,0.51
149039,3,1,19,0.4318
149039,3,1,20,0.4346
149039,3,1,21,0.3453
149039,3,1,22,0.3311
149039,3,1,23,0.3979
149039,3,1,24,0.4731
149039,3,1,25,0.4707
149039,3,1,26,0.4462
149039,3,1,27,0.4696
149039,3,1,28,0.5137
149039,3,1,29,0.4298
149039,3,1,30,0.5003
149039,3,1,31,0.4587
149039,3,1,32,0.4865
149039,3,1,33,0.5532
149039,3,1,34,0.4436
149039,3,1,35,0.4582
149039,3,1,36,0.5452
149039,3,1,37,0.3469
149039,3,1,38,0.5176
149039,3,1,39,0.4257
149039,3,1,40,0.4984
149039,3,1,41,0.4899
149039,3,1,42,0.4019
149039,3,1,43,0.4477
149039,3,1,44,0.2507
149039,3,1,45,0.4539
149039,3,1,46,0.4173
149039,3,1,47,0.5893
149039,3,1,48,0.5118
149039,3,1,49,0.4979
149039,3,1,50,0.5391
149039,3,1,51,0.4741
149039,3,1,52,0.5626
149039,3,1,53,0.3913
149039,3,1,54,0.53
149039,3,1,55,0.3846
149039,3,1,56,0.5986
149039,3,1,57,0.4564
149039,3,1,58,0.4191
149039,3,1,59,0.3822
149039,3,1,60,0.5311
149039,3,1,61,0.4335
149039,3,1,62,0.4082
149039,3,1,63,0.4401
149039,3,1,64,0.4832
149039,3,1,65,0.5464
149039,3,1,66,0.5914
149039,3,1,67,0.4984
149039,3,1,68,0.4564
149039,3,1,69,0.4289
149039,3,1,70,0.4938
149039,3,1,71,0.4973
149039,3,1,72,0.5526
149039,3,1,73,0.5725
149039,3,1,74,0.3646
149039,3,1,75,0.5186
149039,3,1,76,0.5141
149039,3,1,77,0.3289
149039,3,1,78,0.4181
149039,3,1,79,0.3915
149039,3,1,80,0.3646
149039,3,1,81,0.4087
149039,3,1,82,0.3702
149039,3,1,83,0.4798
149039,3,1,84,0.3436
149039,3,1,85,0.5015
149039,3,1,86,0.4205
149039,3,1,87,0.358
149039,3,1,88,0.4217
149039,3,1,89,0.3852
149039,3,1,90,0.4326
149039,3,1,91,0.4253
149039,3,1,92,0.5167
149039,3,1,93,0.4649
149039,3,1,94,0.502
149039,3,1,95,0.4796
149039,3,1,96,0.4648
149039,3,1,97,0.5585
149039,3,1,98,0.444
149039,3,1,99,0.4474
149039,3,1,100,0.6028
149039,3,1,101,0.4112
149039,3,1,102,0.4419
149039,3,1,103,0.353
149039,3,1,104,0.4525
149039,3,1,105,0.3689
149039,3,1,106,0.5049
149039,3,1,107,0.4647
149039,3,1,108,0.5282
149039,3,1,109,0.4583
149039,3,1,110,0.3866
149039,3,1,111,0.4895
149039,3,1,112,0.4876
149039,3,1,113,0.471
149039,3,1,114,0.4143
149039,3,1,115,0.5032
149039,3,1,116,0.4674
149039,3,1,117,0.4786
149039,3,1,118,0.4531
149039,3,1,119,0.3472
149039,3,1,120,0.3238
149039,3,1,121,0.3721
149039,3,1,122,0.3704
149039,3,1,123,0.4228
149039,3,1,124,0.4145
149039,3,1,125,0.4807
149039,3,1,126,0.563
149039,3,1,127,0.5934
149039,3,1,128,0.5009
149039,3,1,129,0.3384
149039,3,1,130,0.4881
149039,3,1,131,0.4636
149039,3,1,132,0.4034
149039,3,1,133,0.455
149039,3,1,134,0.4382
149039,3,1,135,0.223
149039,3,1,136,0.3531
149039,3,1,137,0.4946
149039,3,1,138,0.4146
149039,3,1,139,0.5007
149039,3,1,140,0.3661
149039,3,1,141,0.588
149039,3,1,142,0.4878
149039,3,1,143,0.479
149039,3,1,144,0.593
149039,3,1,145,0.4208
149039,3,1,146,0.5055
149039,3,1,147,0.4474
149039,3,1,148,0.3477
149039,3,1,149,0.3892
149039,3,1,150,0.3303
149039,3,1,151,0.4292
149039,3,1,152,0.4545
149039,3,1,153,0.4734
149039,3,1,154,0.6393
149039,3,1,155,0.417
149039,3,1,156,0.3235
149039,3,1,157,0.3038
149039,3,1,158,0.4664
149039,3,1,159,0.3146
149039,3,1,160,0.392
149039,3,1,161,0.4764
149039,3,1,162,0.4825
149039,3,1,163,0.5535
149039,3,1,164,0.4962
149039,3,1,165,0.3502
149039,3,1,166,0.4908
149039,3,1,167,0.3997
149039,3,1,168,0.352
149039,3,1,169,0.4379
149039,3,1,170,0.3312
149039,3,1,171,0.4032
149039,3,1,172,0.4094
149039,3,1,173,0.4362
149039,3,1,174,0.3722
149039,3,1,175,0.4543
149039,3,1,176,0.469
149039,3,1,177,0.4345
149039,3,1,178,0.4545
149039,3,1,179,0.4367
149039,3,1,180,0.4218
149039,3,1,181,0.4145
149039,3,1,182,0.4758
149039,3,1,183,0.5446
149039,3,1,184,0.3376
149039,3,1,185,0.4467
149039,3,1,186,0.2957
149039,3,1,187,0.3859
149039,3,1,188,0.5064
149039,3,1,189,0.3393
149039,3,1,190,0.6109
149039,3,1,191,0.399
149039,3,1,192,0.5692
149039,3,1,193,0.303
149039,3,1,194,0.4327
149039,3,1,195,0.3783
141069,4,1,0,0.4488
141069,4,1,1,0.5746
141069,4,1,2,0.5723
141069,4,1,3,0.3719
141069,4,1,4,0.6854
141069,4,1,5,0.7007
141069,4,1,6,0.366
141069,4,1,7,0.3635
141069,4,1,8,0.3781
141069,4,1,9,0.3458
141069,4,1,10,0.3097
141069,4,1,11,0.3663
141069,4,1,12,0.2724
141069,4,1,13,0.3825
141069,4,1,14,0.3683
141069,4,1,15,0.3585
141069,4,1,16,0.3292
141069,4,1,17,0.251
141069,4,1,18,0.6272
141069,4,1,19,0.286
141069,4,1,20,0.4723
141069,4,1,21,0.6345
141069,4,1,22,0.4763
141069,4,1,23,0.3012
141069,4,1,24,0.4376
141069,4,1,25,0.4296
141069,4,1,26,0.6101
141069,4,1,27,0.3738
141069,4,1,28,0.5022
141069,4,1,29,0.3913
141069,4,1,30,0.3232
141069,4,1,31,0.7172
141069,4,1,32,0.3616
141069,4,1,33,0.597
141069,4,1,34,0.646
141069,4,1,35,0.3469
141069,4,1,36,0.7477
141069,4,1,37,0.4197
141069,4,1,38,0.3844
141069,4,1,39,0.4136
141069,4,1,40,0.4273
141069,4,1,41,0.5245
141069,4,1,42,0.6416
141069,4,1,43,0.3588
141069,4,1,44,0.6535
141069,4,1,45,0.261
141636,0,1,0,0.7314
141636,0,1,1,0.4187
141636,0,1,2,0.3892
141636,0,1,3,0.4448
141636,0,1,4,0.7648
141636,0,1,5,0.4195
141636,0,1,6,0.4275
141636,0,1,7,0.4173
141636,0,1,8,0.4388
141636,0,1,9,0.5611
141636,0,1,10,0.3429
141636,0,1,11,0.2973
141636,0,1,12,0.4315
141636,0,1,13,0.3515
141636,0,1,14,0.6877
141636,0,1,15,0.3217
141636,0,1,16,0.7175
141636,0,1,17,0.381
141636,0,1,18,0.6408
141636,0,1,19,0.4217
141636,0,1,20,0.694
141636,0,1,21,0.3703
141636,0,1,22,0.668
141636,0,1,23,0.6728
141636,0,1,24,0.7663
141636,0,1,25,0.4408
141636,0,1,26,0.68
141636,0,1,27,0.6322
141636,0,1,28,0.3563
141636,0,1,29,0.3747
141636,0,1,30,0.7217
141636,0,1,31,0.668
141636,0,1,32,0.3165
141636,0,1,33,0.7031
141636,0,1,34,0.3457
141636,0,1,35,0.3587
141636,0,1,36,0.3908
141636,0,1,37,0.2767
141636,0,1,38,0.6587
141636,0,1,39,0.6705
141636,0,1,40,0.7595
141636,0,1,41,0.3835
141636,0,1,42,0.6383
141636,0,1,43,0.6617
141636,0,1,44,0.687
141636,0,1,45,0.7247
138136,6,1,0,0.6892
138136,6,1,1,0.3919
138136,6,1,2,0.2866
138136,6,1,3,0.4115
138136,6,1,4,0.3759
138136,6,1,5,0.4395
138136,6,1,6,0.6846
138136,6,1,7,0.2977
138136,6,1,8,0.6866
138136,6,1,9,0.4177
138136,6,1,10,0.6301
138136,6,1,11,0.4784
138136,6,1,12,0.4132
138136,6,1,13,0.4198
138136,6,1,14,0.7588
138136,6,1,15,0.381
138136,6,1,16,0.5324
138136,6,1,17,0.3667
138136,6,1,18,0.6586
138136,6,1,19,0.3774
138136,6,1,20,0.3617
138136,6,1,21,0.4116
138136,6,1,22,0.436
138136,6,1,23,0.399
138136,6,1,24,0.6323
138136,6,1,25,0.2873
138136,6,1,26,0.6917
138136,6,1,27,0.6422
138136,6,1,28,0.5985
138136,6,1,29,0.6717
138136,6,1,30,0.7257
138136,6,1,31,0.4385
138136,6,1,32,0.4108
138136,6,1,33,0.1935
138136,6,1,34,0.62
138136,6,1,35,0.4375
138136,6,1,36,0.6018
138136,6,1,37,0.4158
138136,6,1,38,0.2511
138136,6,1,39,0.7501
138136,6,1,40,0.6443
138136,6,1,41,0.4236
138136,6,1,42,0.3874
138136,6,1,43,0.581
138136,6,1,44,0.5215
138136,6,1,45,0.4709
138136,6,1,46,0.4815
138136,6,1,47,0.6325
138136,6,1,48,0.6062
138136,6,1,49,0.4
109376,0,1,0,0.6691
109376,0,1,1,0.3071
109376,0,1,2,0.3905
109376,0,1,3,0.4269
109376,0,1,4,0.4373
109376,0,1,5,0.387
109376,0,1,6,0.3718
109376,0,1,7,0.4515
109376,0,1,8,0.3698
109376,0,1,9,0.6506
109376,0,1,10,0.3017
109376,0,1,11,0.4564
109376,0,1,12,0.5694
109376,0,1,13,0.3063
109376,0,1,14,0.618
109376,0,1,15,0.6873
109376,0,1,16,0.2649
109376,0,1,17,0.6293
109376,0,1,18,0.3966
109376,0,1,19,0.6799
109376,0,1,20,0.3543
109376,0,1,21,0.6885
109376,0,1,22,0.3974
109376,0,1,23,0.4457
109376,0,1,24,0.5892
109376,0,1,25,0.4649
109376,0,1,26,0.7846
109376,0,1,27,0.4246
109376,0,1,28,0.4013
109376,0,1,29,0.2422
109376,0,1,30,0.744
109376,0,1,31,0.65
109376,0,1,32,0.6484
109376,0,1,33,0.1893
109376,0,1,34,0.7079
109376,0,1,35,0.3399
92546,0,1,0,0.4676
92546,0,1,1,0.6799
92546,0,1,2,0.6917
92546,0,1,3,0.5734
92546,0,1,4,0.3829
92546,0,1,5,0.4113
92546,0,1,6,0.6069
92546,0,1,7,0.6924
92546,0,1,8,0.4556
92546,0,1,9,0.6254
92546,0,1,10,0.3847
92546,0,1,11,0.5393
92546,0,1,12,0.3594
92546,0,1,13,0.2732
92546,0,1,14,0.3949
92546,0,1,15,0.619
92546,0,1,16,0.6051
92546,0,1,17,0.303
92546,0,1,18,0.2285
92546,0,1,19,0.7064
92546,0,1,20,0.6333
92546,0,1,21,0.5572
92546,0,1,22,0.6342
92546,0,1,23,0.6178
92546,0,1,24,0.3456
92546,0,1,25,0.3978
92546,0,1,26,0.6263
92546,0,1,27,0.4589
92546,0,1,28,0.2957
92546,0,1,29,0.6846
92546,0,1,30,0.6694
92546,0,1,31,0.4442
92546,0,1,32,0.4702
92546,0,1,33,0.3449
92546,0,1,34,0.2922
92546,0,1,35,0.4388
92546,0,1,36,0.5644
92546,0,1,37,0.4574
92546,0,1,38,0.4696
92546,0,1,39,0.3544
92546,0,1,40,0.6727
92546,0,1,41,0.4389
109693,12,1,0,0.3068
109693,12,1,1,0.7268
109693,12,1,2,0.6716
109693,12,1,3,0.4109
109693,12,1,4,0.2914
109693,12,1,5,0.4476
109693,12,1,6,0.4919
109693,12,1,7,0.4119
109693,12,1,8,0.4404
109693,12,1,9,0.7051
109693,12,1,10,0.4155
109693,12,1,11,0.2922
109693,12,1,12,0.3436
109693,12,1,13,0.4645
109693,12,1,14,0.447
109693,12,1,15,0.2967
109693,12,1,16,0.3915
109693,12,1,17,0.677
109693,12,1,18,0.7936
109693,12,1,19,0.3532
109693,12,1,20,0.3964
109693,12,1,21,0.3125
109693,12,1,22,0.468
109693,12,1,23,0.3391
109693,12,1,24,0.338
109693,12,1,25,0.3865
109693,12,1,26,0.2913
109693,12,1,27,0.5135
109693,12,1,28,0.4689
109693,12,1,29,0.2987
109693,12,1,30,0.4401
109693,12,1,31,0.335
109693,12,1,32,0.5104
109693,12,1,33,0.6789
109693,12,1,34,0.3791
109693,12,1,35,0.4724
109693,12,1,36,0.3074
109693,12,1,37,0.4671
109693,12,1,38,0.3189
109693,12,1,39,0.3696
109693,12,1,40,0.4518
109693,12,1,41,0.6967
109693,12,1,42,0.5101
109693,12,1,43,0.4996
109693,12,1,44,0.4799
109693,12,1,45,0.3068
109693,12,1,46,0.6601
109693,12,1,47,0.3734
109693,12,1,48,0.3794
109693,12,1,49,0.6722
109693,12,1,50,0.4756
109693,12,1,51,0.6367
109693,12,1,52,0.4911
109693,12,1,53,0.7351
109693,12,1,54,0.633
109693,12,1,55,0.6918
109693,12,1,56,0.7026
109693,12,1,57,0.6302
109693,12,1,58,0.2351
109693,12,1,59,0.3719
109693,12,1,60,0.2531
109693,12,1,61,0.6461
109693,12,1,62,0.4565
109693,12,1,63,0.4157
109693,12,1,64,0.5179
109693,12,1,65,0.3198
109693,12,1,66,0.6857
109693,12,1,67,0.397
109693,12,1,68,0.5767
109693,12,1,69,0.5554
109693,12,1,70,0.3794
109693,12,1,71,0.4152
109693,12,1,72,0.7609
109693,12,1,73,0.3425
109693,12,1,74,0.391
109693,12,1,75,0.4504
109693,12,1,76,0.3814
109693,12,1,77,0.6639
109693,12,1,78,0.3885
109693,12,1,79,0.3205
109693,12,1,80,0.3734
109693,12,1,81,0.4146
131345,9,1,0,0.6926
131345,9,1,1,0.7056
131345,9,1,2,0.3047
131345,9,1,3,0.3635
131345,9,1,4,0.3107
131345,9,1,5,0.5036
131345,9,1,6,0.4658
131345,9,1,7,0.3717
131345,9,1,8,0.4207
131345,9,1,9,0.4265
131345,9,1,10,0.3523
131345,9,1,11,0.3631
131345,9,1,12,0.3642
131345,9,1,13,0.3947
131345,9,1,14,0.5386
131345,9,1,15,0.4115
131345,9,1,16,0.2647
131345,9,1,17,0.3166
131345,9,1,18,0.4204
131345,9,1,19,0.3792
131345,9,1,20,0.3762
131345,9,1,21,0.5513
131345,9,1,22,0.5551
131345,9,1,23,0.5434
131345,9,1,24,0.4017
131345,9,1,25,0.4876
131345,9,1,26,0.645
131345,9,1,27,0.7239
131345,9,1,28,0.4659
131345,9,1,29,0.4976
131345,9,1,30,0.4783
131345,9,1,31,0.6605
131345,9,1,32,0.3739
131345,9,1,33,0.4901
131345,9,1,34,0.2979
131345,9,1,35,0.526
131345,9,1,36,0.5597
131345,9,1,37,0.5336
131345,9,1,38,0.3156
131345,9,1,39,0.5377
131345,9,1,40,0.357
131345,9,1,41,0.3772
131345,9,1,42,0.3811
131345,9,1,43,0.4757
131345,9,1,44,0.7088
131345,9,1,45,0.4964
131345,9,1,46,0.4849
131345,9,1,47,0.3879
131345,9,1,48,0.4514
131345,9,1,49,0.654
131345,9,1,50,0.4675
131345,9,1,51,0.5108
131345,9,1,52,0.4503
131345,9,1,53,0.5079
131345,9,1,54,0.6314
131345,9,1,55,0.3399
131345,9,1,56,0.5205
131345,9,1,57,0.5194
131345,9,1,58,0.5014
131345,9,1,59,0.427
131345,9,1,60,0.6785
131345,9,1,61,0.7283
131345,9,1,62,0.4807
131345,9,1,63,0.6482
131345,9,1,64,0.5553
131345,9,1,65,0.4526
131345,9,1,66,0.4456
131345,9,1,67,0.4305
131345,9,1,68,0.391
131345,9,1,69,0.4699
131345,9,1,70,0.3733
131345,9,1,71,0.5272
131345,9,1,72,0.4815
131345,9,1,73,0.3974
131345,9,1,74,0.3245
131345,9,1,75,0.3741
131345,9,1,76,0.2587
131345,9,1,77,0.3749
131345,9,1,78,0.3881
131345,9,1,79,0.2446
131345,9,1,80,0.3398
131345,9,1,81,0.3482
131345,9,1,82,0.5488
131345,9,1,83,0.4561
131345,9,1,84,0.5339
131345,9,1,85,0.3633
131345,9,1,86,0.4929
131345,9,1,87,0.7495
131345,9,1,88,0.4405
131345,9,1,89,0.4582
131345,9,1,90,0.3442
131345,9,1,91,0.6373
131345,9,1,92,0.4981
131345,9,1,93,0.6897
131345,9,1,94,0.4754
131345,9,1,95,0.5463
131345,9,1,96,0.466
131345,9,1,97,0.4478
131345,9,1,98,0.6361
131345,9,1,99,0.3723
131345,9,1,100,0.2823
131345,9,1,101,0.4006
131345,9,1,102,0.5335
131345,9,1,103,0.3257
131345,9,1,104,0.4466
131345,9,1,105,0.4376
131345,9,1,106,0.5423
131345,9,1,107,0.5014
131345,9,1,108,0.4493
131345,9,1,109,0.3573
131345,9,1,110,0.4279
131345,9,1,111,0.3823
131345,9,1,112,0.3694
131345,9,1,113,0.392
131345,9,1,114,0.4754
131345,9,1,115,0.3136
131345,9,1,116,0.456
131345,9,1,117,0.5076
131345,9,1,118,0.503
131345,9,1,119,0.5651
131345,9,1,120,0.3527
131345,9,1,121,0.5124
131345,9,1,122,0.399
131345,9,1,123,0.3785
114487,4,1,0,0.7474
114487,4,1,1,0.3914
114487,4,1,2,0.6806
114487,4,1,3,0.4577
114487,4,1,4,0.3858
114487,4,1,5,0.6714
114487,4,1,6,0.3661
114487,4,1,7,0.4023
114487,4,1,8,0.3403
114487,4,1,9,0.6475
114487,4,1,10,0.503
114487,4,1,11,0.451
114487,4,1,12,0.5036
114487,4,1,13,0.5385
114487,4,1,14,0.2893
114487,4,1,15,0.3517
114487,4,1,16,0.5153
114487,4,1,17,0.3546
114487,4,1,18,0.3614
114487,4,1,19,0.5464
114487,4,1,20,0.6743
114487,4,1,21,0.3679
114487,4,1,22,0.1888
114487,4,1,23,0.424
114487,4,1,24,0.7564
114487,4,1,25,0.6658
114487,4,1,26,0.4545
114487,4,1,27,0.6651
114487,4,1,28,0.3469
114487,4,1,29,0.4266
114487,4,1,30,0.6599
114487,4,1,31,0.6679
114487,4,1,32,0.6895
114487,4,1,33,0.6683
114487,4,1,34,0.5756
114487,4,1,35,0.3469
114487,4,1,36,0.3312
114487,4,1,37,0.378
114487,4,1,38,0.7388
114487,4,1,39,0.7346
114487,4,1,40,0.35
114487,4,1,41,0.2966
114487,4,1,42,0.379
114487,4,1,43,0.6711
114487,4,1,44,0.6294
114487,4,1,45,0.6698
114487,4,1,46,0.6375
114487,4,1,47,0.4287
114487,4,1,48,0.6713
114487,4,1,49,0.2638
114487,4,1,50,0.4335
114487,4,1,51,0.3038
114487,4,1,52,0.415
114487,4,1,53,0.3591
114487,4,1,54,0.5579
114487,4,1,55,0.4407
114487,4,1,56,0.6886
114487,4,1,57,0.611
114487,4,1,58,0.4545
114487,4,1,59,0.4722
114487,4,1,60,0.2254
114487,4,1,61,0.3673
114487,4,1,62,0.384
114487,4,1,63,0.6958
114487,4,1,64,0.6885
114487,4,1,65,0.5234
114487,4,1,66,0.2949
114487,4,1,67,0.385
146073,6,1,0,0.3324
146073,6,1,1,0.2927
146073,6,1,2,0.3618
146073,6,1,3,0.3717
146073,6,1,4,0.3374
146073,6,1,5,0.2188
146073,6,1,6,0.2786
146073,6,1,7,0.4932
146073,6,1,8,0.4507
146073,6,1,9,0.568
146073,6,1,10,0.6342
146073,6,1,11,0.5775
146073,6,1,12,0.5934
146073,6,1,13,0.5188
146073,6,1,14,0.5975
146073,6,1,15,0.7359
146073,6,1,16,0.4787
146073,6,1,17,0.6753
146073,6,1,18,0.2783
146073,6,1,19,0.3209
146073,6,1,20,0.6707
146073,6,1,21,0.381
146073,6,1,22,0.3161
146073,6,1,23,0.4149
146073,6,1,24,0.6563
146073,6,1,25,0.4397
146073,6,1,26,0.7194
146073,6,1,27,0.2703
146073,6,1,28,0.5504
146073,6,1,29,0.2953
146073,6,1,30,0.343
146073,6,1,31,0.3187
146073,6,1,32,0.6887
146073,6,1,33,0.4181
146073,6,1,34,0.4825
146073,6,1,35,0.5098
146073,6,1,36,0.6746
146073,6,1,37,0.6018
146073,6,1,38,0.5639
146073,6,1,39,0.4102
146073,6,1,40,0.5683
146073,6,1,41,0.3703
146073,6,1,42,0.5901
146073,6,1,43,0.3741
146073,6,1,44,0.6248
146073,6,1,45,0.3977
59740,7,1,0,0.3997
59740,7,1,1,0.7514
59740,7,1,2,0.3049
59740,7,1,3,0.2781
59740,7,1,4,0.4672
59740,7,1,5,0.6469
59740,7,1,6,0.4387
59740,7,1,7,0.3337
59740,7,1,8,0.4097
59740,7,1,9,0.4816
59740,7,1,10,0.6262
59740,7,1,11,0.3047
59740,7,1,12,0.6456
59740,7,1,13,0.402
59740,7,1,14,0.411
59740,7,1,15,0.4273
59740,7,1,16,0.5817
59740,7,1,17,0.3998
59740,7,1,18,0.6573
59740,7,1,19,0.3399
59740,7,1,20,0.6873
59740,7,1,21,0.4686
59740,7,1,22,0.4435
59740,7,1,23,0.4167
59740,7,1,24,0.7345
59740,7,1,25,0.3894
59740,7,1,26,0.7038
59740,7,1,27,0.5222
59740,7,1,28,0.4408
59740,7,1,29,0.4274
59740,7,1,30,0.5848
59740,7,1,31,0.3957
59740,7,1,32,0.3527
59740,7,1,33,0.659
59740,7,1,34,0.7212
59740,7,1,35,0.4465
59740,7,1,36,0.352
59740,7,1,37,0.6911
59740,7,1,38,0.6504
59740,7,1,39,0.6051
59740,7,1,40,0.5375
59740,7,1,41,0.4477
135276,6,1,0,0.4542
135276,6,1,1,0.3924
135276,6,1,2,0.6436
135276,6,1,3,0.4558
135276,6,1,4,0.6593
135276,6,1,5,0.4636
135276,6,1,6,0.5911
135276,6,1,7,0.5166
135276,6,1,8,0.4382
135276,6,1,9,0.3948
135276,6,1,10,0.4543
135276,6,1,11,0.6364
135276,6,1,12,0.6496
135276,6,1,13,0.5495
135276,6,1,14,0.3844
135276,6,1,15,0.6688
135276,6,1,16,0.6052
135276,6,1,17,0.6076
135276,6,1,18,0.6466
135276,6,1,19,0.3831
135276,6,1,20,0.4313
135276,6,1,21,0.5427
135276,6,1,22,0.4938
135276,6,1,23,0.5225
135276,6,1,24,0.4581
135276,6,1,25,0.3777
135276,6,1,26,0.4255
135276,6,1,27,0.5298
135276,6,1,28,0.3466
135276,6,1,29,0.4233
135276,6,1,30,0.67
135276,6,1,31,0.6274
135276,6,1,32,0.3025
135276,6,1,33,0.5116
135276,6,1,34,0.1679
135276,6,1,35,0.6857
135276,6,1,36,0.4416
135276,6,1,37,0.4888
135276,6,1,38,0.3933
135276,6,1,39,0.4884
135276,6,1,40,0.703
135276,6,1,41,0.4515
135276,6,1,42,0.3312
135276,6,1,43,0.5188
135276,6,1,44,0.2747
135276,6,1,45,0.4576
135276,6,1,46,0.4481
135276,6,1,47,0.3271
135276,6,1,48,0.4155
135276,6,1,49,0.494
135276,6,1,50,0.4528
135276,6,1,51,0.4833
135276,6,1,52,0.4066
135276,6,1,53,0.3815
135276,6,1,54,0.437
135276,6,1,55,0.4068
135276,6,1,56,0.4108
135276,6,1,57,0.5185
135276,6,1,58,0.3837
135276,6,1,59,0.4279
135276,6,1,60,0.7021
135276,6,1,61,0.4289
135276,6,1,62,0.4737
135276,6,1,63,0.3961
135276,6,1,64,0.6212
135276,6,1,65,0.286
135276,6,1,66,0.301
135276,6,1,67,0.4401
135276,6,1,68,0.677
135276,6,1,69,0.411
135276,6,1,70,0.4832
135276,6,1,71,0.3985
135276,6,1,72,0.4583
135276,6,1,73,0.6644
135276,6,1,74,0.6685
135276,6,1,75,0.4096
135276,6,1,76,0.5971
135276,6,1,77,0.6054
135276,6,1,78,0.3802
135276,6,1,79,0.3139
135276,6,1,80,0.6505
135276,6,1,81,0.3486
135276,6,1,82,0.3503
135276,6,1,83,0.7031
135276,6,1,84,0.5999
135276,6,1,85,0.3765
135276,6,1,86,0.4904
135276,6,1,87,0.637
135276,6,1,88,0.6865
135276,6,1,89,0.5202
135276,6,1,90,0.4713
135276,6,1,91,0.6028
135276,6,1,92,0.4179
135276,6,1,93,0.4627
145117,13,1,0,0.3576
145117,13,1,1,0.3791
145117,13,1,2,0.3861
145117,13,1,3,0.3733
145117,13,1,4,0.3396
145117,13,1,5,0.4057
145117,13,1,6,0.4876
145117,13,1,7,0.3073
145117,13,1,8,0.3119
145117,13,1,9,0.4024
145117,13,1,10,0.6496
145117,13,1,11,0.6969
145117,13,1,12,0.4472
145117,13,1,13,0.3844
145117,13,1,14,0.2657
145117,13,1,15,0.4112
145117,13,1,16,0.5124
145117,13,1,17,0.3977
145117,13,1,18,0.3921
145117,13,1,19,0.5408
145117,13,1,20,0.7224
145117,13,1,21,0.7984
145117,13,1,22,0.4265
145117,13,1,23,0.3154
145117,13,1,24,0.7197
145117,13,1,25,0.6389
145117,13,1,26,0.7034
145117,13,1,27,0.36
145117,13,1,28,0.4375
145117,13,1,29,0.5022
145117,13,1,30,0.4048
145117,13,1,31,0.3879
145117,13,1,32,0.3665
145117,13,1,33,0.3246
145117,13,1,34,0.4614
145117,13,1,35,0.4892
145117,13,1,36,0.3176
145117,13,1,37,0.4408
145117,13,1,38,0.4722
145117,13,1,39,0.6584
145117,13,1,40,0.4089
145117,13,1,41,0.3659
145117,13,1,42,0.4764
145117,13,1,43,0.504
145117,13,1,44,0.2929
145117,13,1,45,0.7278
145117,13,1,46,0.403
145117,13,1,47,0.4823
145117,13,1,48,0.3402
145117,13,1,49,0.2353
145117,13,1,50,0.3905
145117,13,1,51,0.3313
145117,13,1,52,0.3733
145117,13,1,53,0.5434
145117,13,1,54,0.3731
145117,13,1,55,0.3538
145117,13,1,56,0.4901
145117,13,1,57,0.2967
145117,13,1,58,0.4588
145117,13,1,59,0.4898
145117,13,1,60,0.4164
145117,13,1,61,0.389
145117,13,1,62,0.4581
